1,0,272
2,0,272
4,0,272
3,0,403
2,0,403
4,0,535
3,0,535
1,0,666
2,0,666
4,0,666
3,0,798
2,0,798
4,0,930
3,0,930
2,0,1061
1,0,1061
4,0,1061
3,0,1193
2,0,1193
4,0,1324
3,0,1324
1,0,1456
2,0,1456
4,0,1456
3,0,1587
2,0,1587
4,0,1719
3,0,1719
3,0,1851
1,0,1851
2,0,1851
4,0,1982
1,0,1982
2,0,2114
4,0,2114
1,0,2245
3,0,2245
2,0,2245
4,0,2377
1,0,2377
2,0,2508
4,0,2508
3,0,2640
1,0,2640
2,0,2640
4,0,2772
1,0,2772
2,0,2903
4,0,2903
3,0,3035
1,0,3035
2,0,3035
4,0,3166
1,0,3166
2,0,3298
4,0,3298
4,0,3430
3,0,3430
1,0,3430
2,0,3824
1,0,3824
3,0,4022
4,0,4219
2,0,4219
3,0,4614
1,0,4614
1,0,5008
3,0,5008
2,0,5008
4,0,5140
1,0,5140
2,0,5272
4,0,5272
1,0,5403
3,0,5403
2,0,5403
4,0,5535
1,0,5535
2,0,5666
4,0,5666
1,0,5798
3,0,5798
2,0,5798
4,0,5930
1,0,5930
2,0,6061
4,0,6061
1,0,6193
3,0,6193
2,0,6193
4,0,6324
1,0,6324
2,0,6456
4,0,6456
1,0,6587
3,0,6587
4,0,6587
1,0,6982
2,0,6982
3,0,7180
4,0,7377
2,0,7377
1,0,7772
3,0,7772
4,0,8166
2,0,8166
3,0,8166
1,0,8298
4,0,8298
3,0,8430
1,0,8430
4,0,8561
2,0,8561
3,0,8561
1,0,8693
4,0,8693
3,0,8824
1,0,8824
4,0,8956
2,0,8956
3,0,8956
1,0,9087
4,0,9087
3,0,9219
1,0,9219
4,0,9351
2,0,9351
3,0,9351
1,0,9482
4,0,9482
3,0,9614
1,0,9614
1,0,9745
3,0,9745
4,0,9745
2,0,9745
3,0,10140
2,0,10535
4,0,10929
3,0,11127
4,0,11324
1,0,11324
1,0,11916
3,0,12114
2,0,12311
4,0,12508
3,0,12706
2,0,12903
1,0,12903
3,0,13298
2,0,13693
3,0,14087
1,0,14285
4,0,14482
3,0,14482
1,0,14482
3,0,14614
4,0,14614
2,0,14745
1,0,14745
3,0,14877
4,0,14877
1,0,14877
4,0,15008
3,0,15008
1,0,15140
2,0,15140
3,0,15272
4,0,15272
1,0,15272
3,0,15403
4,0,15403
1,0,15535
2,0,15535
3,0,15666
4,0,15666
1,0,15666
3,0,15798
4,0,15798
2,0,15929
1,0,15929
4,0,16061
3,0,16061
2,0,16061
1,0,16061
3,0,16456
1,0,16851
4,0,17245
2,0,17443
1,0,17640
4,0,17640
2,0,18232
3,0,18429
4,0,18627
1,0,18824
2,0,19022
3,0,19219
4,0,19219
2,0,19614
3,0,20008
1,0,20403
2,0,20601
4,0,20798
1,0,20798
2,0,20798
2,0,20929
1,0,20929
3,0,21061
4,0,21061
2,0,21193
1,0,21193
4,0,21193
1,0,21324
2,0,21324
4,0,21456
3,0,21456
2,0,21587
1,0,21587
4,0,21587
2,0,21719
1,0,21719
4,0,21851
3,0,21851
2,0,21982
1,0,21982
4,0,21982
2,0,22114
1,0,22114
3,0,22245
4,0,22245
1,0,22377
2,0,22377
3,0,22377
4,0,22377
2,0,22574
4,0,22574
3,0,22969
4,0,22969
2,0,23166
1,0,23166
1,0,23561
4,0,23561
1,0,23956
2,0,23956
3,0,23956
4,0,23956
1,0,24153
2,0,24153
2,0,24548
3,0,24548
4,0,24745
2,0,24745
1,0,25140
3,0,25140
1,0,25535
2,0,25535
3,0,25535
4,0,25535
3,0,25732
4,0,25732
2,0,26127
4,0,26127
3,0,26324
1,0,26324
2,0,26719
4,0,26719
1,0,27114
2,0,27114
3,0,27114
4,0,27114
1,0,27311
4,0,27311
1,0,27706
2,0,27706
3,0,27903
4,0,27903
2,0,28298
4,0,28298
1,0,28693
2,0,28693
3,0,28693
4,0,28693
3,0,28890
2,0,28890
2,0,29285
1,0,29285
3,0,29482
4,0,29482
2,0,29877
1,0,29877
4,0,30272
3,0,30272
2,0,30272
1,0,30272
3,0,30469
4,0,30469
1,0,30864
2,0,30864
3,0,31061
4,0,31061
1,0,31456
2,0,31456
1,0,31851
2,0,31851
3,0,31851
4,0,31851
1,0,32048
4,0,32048
2,0,32443
3,0,32443
1,0,32640
4,0,32640
3,0,33035
2,0,33035
3,0,33429
4,0,33429
2,0,33561
3,0,33561
1,0,33693
4,0,33693
3,0,33824
4,0,33824
2,0,33956
3,0,33956
1,0,34087
4,0,34087
3,0,34219
4,0,34219
2,0,34351
3,0,34351
1,0,34482
4,0,34482
3,0,34614
4,0,34614
2,0,34745
3,0,34745
1,0,34877
4,0,34877
1,0,35008
2,0,35008
4,0,35008
3,0,35008
2,0,35206
4,0,35206
1,0,35601
2,0,35601
2,0,35798
4,0,35798
1,0,36193
2,0,36193
1,0,36587
2,0,36587
4,0,36587
3,0,36785
4,0,36785
2,0,37179
3,0,37179
3,0,37377
4,0,37377
2,0,37772
4,0,37772
4,0,38166
1,0,38166
2,0,38166
2,0,38364
3,0,38364
1,0,38758
2,0,38758
2,0,38956
3,0,38956
1,0,39351
3,0,39351
2,0,39745
3,0,39745
1,0,39745
1,0,39943
3,0,39943
3,0,40337
4,0,40337
1,0,40535
3,0,40535
1,0,40929
4,0,40929
4,0,41324
1,0,41324
3,0,41324
2,0,41522
3,0,41522
2,0,41916
1,0,41916
3,0,42114
1,0,42114
2,0,42508
3,0,42508
3,0,42903
1,0,42903
2,0,42903
1,0,43101
4,0,43101
2,0,43495
4,0,43495
1,0,43693
2,0,43693
2,0,44087
4,0,44087
1,0,44482
2,0,44482
4,0,44482
3,0,44679
4,0,44679
2,0,45074
3,0,45074
3,0,45272
4,0,45272
2,0,45666
4,0,45666
2,0,46061
1,0,46061
3,0,46193
2,0,46193
4,0,46324
1,0,46324
2,0,46456
1,0,46456
3,0,46587
2,0,46587
4,0,46719
1,0,46719
2,0,46851
1,0,46851
3,0,46982
2,0,46982
4,0,47114
1,0,47114
2,0,47245
1,0,47245
3,0,47377
2,0,47377
4,0,47508
1,0,47508
2,0,47640
4,0,47640
1,0,47837
3,0,47837
3,0,48035
1,0,48035
2,0,48232
4,0,48232
2,0,48429
3,0,48627
4,0,48627
3,0,48824
1,0,49022
2,0,49022
4,0,49219
2,0,49219
3,0,49416
1,0,49416
4,0,49614
1,0,49614
3,0,49811
2,0,49811
4,0,50008
2,0,50008
3,0,50206
1,0,50206
1,0,50403
2,0,50601
3,0,50601
2,0,50798
4,0,50798
3,0,50995
1,0,50995
3,0,51193
1,0,51193
2,0,51390
1,0,51390
1,0,51587
2,0,51587
3,0,51785
2,0,51785
3,0,51982
4,0,51982
1,0,52179
3,0,52179
3,0,52377
2,0,52377
2,0,52574
4,0,52574
1,0,52772
4,0,52772
2,0,52969
3,0,52969
1,0,53166
3,0,53166
2,0,53364
4,0,53364
4,0,53561
1,0,53561
2,0,53758
3,0,53758
3,0,53956
1,0,53956
4,0,54153
2,0,54153
2,0,54351
4,0,54351
3,0,54548
1,0,54548
3,0,54745
1,0,54745
2,0,54943
1,0,54943
1,0,55140
2,0,55140
4,0,55337
3,0,55337
1,0,55535
3,0,55535
2,0,55732
4,0,55732
1,0,55929
4,0,55929
2,0,56127
3,0,56127
1,0,56324
3,0,56324
2,0,56522
4,0,56522
4,0,56719
1,0,56719
3,0,56916
2,0,56916
3,0,57114
2,0,57311
4,0,57311
1,0,57311
2,0,57508
4,0,57508
3,0,57706
1,0,57706
4,0,57706
4,0,57903
3,0,57903
2,0,58101
1,0,58101
3,0,58101
2,0,58298
1,0,58298
3,0,58495
4,0,58495
4,0,58693
3,0,58693
1,0,58693
2,0,58693
1,0,58824
2,0,58824
2,0,58956
1,0,58956
2,0,59087
1,0,59087
1,0,59219
2,0,59219
2,0,59351
1,0,59351
2,0,59482
1,0,59482
1,0,59614
2,0,59614
2,0,59745
1,0,59745
2,0,59877
1,0,59877
1,0,60008
2,0,60008
2,0,60140
1,0,60140
3,0,60272
1,0,60469
4,0,60666
3,0,60864
1,0,61061
4,0,61061
2,0,61061
2,0,61456
3,0,61456
4,0,61456
1,0,61851
3,0,62048
2,0,62245
4,0,62443
3,0,62640
2,0,62640
1,0,62640
2,0,63035
3,0,63035
4,0,63035
4,0,63429
1,0,63627
2,0,63824
3,0,64022
2,0,64219
1,0,64219
4,0,64219
1,0,64614
3,0,64614
4,0,64614
4,0,65008
3,0,65206
1,0,65403
2,0,65601
1,0,65798
3,0,65798
4,0,65798
1,0,66193
2,0,66193
3,0,66193
4,0,66587
1,0,66587
2,0,66587
3,0,66587
3,0,66785
1,0,66982
2,0,67179
3,0,67377
4,0,67377
1,0,67377
2,0,67772
3,0,67772
4,0,67772
1,0,68166
2,0,68364
4,0,68561
3,0,68758
1,0,68956
2,0,68956
4,0,68956
3,0,69351
2,0,69351
1,0,69351
4,0,69745
1,0,69943
3,0,70140
1,0,70337
2,0,70535
3,0,70535
4,0,70535
3,0,70929
2,0,70929
1,0,70929
1,0,71324
4,0,71522
2,0,71719
4,0,71916
3,0,72114
2,0,72114
1,0,72114
2,0,72508
3,0,72508
4,0,72508
1,0,72903
2,0,72903
3,0,72903
4,0,72903
1,0,73298
4,0,73298
3,0,73298
2,0,73495
3,0,73495
4,0,73693
3,0,73693
3,0,73890
2,0,73890
2,0,74087
1,0,74087
2,0,74285
3,0,74285
1,0,74482
2,0,74482
3,0,74482
2,0,74877
3,0,74877
4,0,74877
1,0,75074
2,0,75074
4,0,75272
3,0,75272
3,0,75469
2,0,75469
1,0,75666
2,0,75666
2,0,75864
3,0,75864
1,0,76061
2,0,76061
3,0,76061
2,0,76456
4,0,76456
1,0,76653
2,0,76653
4,0,76851
3,0,76851
3,0,77048
2,0,77048
1,0,77245
2,0,77245
2,0,77443
3,0,77443
3,0,77640
1,0,77640
2,0,77640
1,0,78035
2,0,78035
4,0,78232
1,0,78232
2,0,78429
1,0,78429
3,0,78429
1,0,78824
4,0,78824
3,0,78824
1,0,79219
3,0,79219
4,0,79219
2,0,79219
3,0,79614
2,0,80008
4,0,80403
3,0,80601
4,0,80798
1,0,80798
1,0,81390
3,0,81587
2,0,81785
4,0,81982
3,0,82179
2,0,82377
1,0,82377
3,0,82772
2,0,83166
3,0,83561
1,0,83758
4,0,83956
3,0,83956
1,0,83956
3,0,84087
4,0,84087
2,0,84219
1,0,84219
3,0,84351
4,0,84351
1,0,84351
4,0,84482
3,0,84482
1,0,84614
2,0,84614
3,0,84745
4,0,84745
1,0,84745
3,0,84877
4,0,84877
1,0,85008
2,0,85008
3,0,85140
4,0,85140
1,0,85140
3,0,85272
4,0,85272
2,0,85403
1,0,85403
4,0,85535
3,0,85535
2,0,85535
1,0,85535
3,0,85929
1,0,86324
4,0,86719
2,0,86916
1,0,87114
4,0,87114
2,0,87706
3,0,87903
4,0,88101
1,0,88298
2,0,88495
3,0,88693
4,0,88693
2,0,89087
3,0,89482
1,0,89877
2,0,90074
4,0,90272
1,0,90272
2,0,90272
2,0,90403
1,0,90403
3,0,90535
4,0,90535
2,0,90666
1,0,90666
4,0,90666
1,0,90798
2,0,90798
4,0,90929
3,0,90929
2,0,91061
1,0,91061
4,0,91061
2,0,91193
1,0,91193
4,0,91324
3,0,91324
2,0,91456
1,0,91456
4,0,91456
2,0,91587
1,0,91587
3,0,91719
4,0,91719
1,0,91851
2,0,91851
3,0,91851
4,0,91851
2,0,92048
1,0,92245
4,0,92245
3,0,92443
1,0,92640
4,0,92640
2,0,92640
1,0,93035
4,0,93035
3,0,93035
2,0,93429
1,0,93429
3,0,93429
4,0,93429
2,0,93627
3,0,93824
4,0,93824
1,0,94022
4,0,94219
3,0,94219
2,0,94219
3,0,94614
4,0,94614
1,0,94614
2,0,95008
3,0,95008
1,0,95008
4,0,95008
2,0,95206
1,0,95403
3,0,95403
4,0,95601
1,0,95798
3,0,95798
2,0,95798
1,0,96193
3,0,96193
4,0,96193
1,0,96587
2,0,96587
3,0,96587
4,0,96587
1,0,96785
2,0,96982
4,0,96982
3,0,97179
2,0,97377
4,0,97377
1,0,97377
2,0,97772
4,0,97772
3,0,97772
3,0,98166
4,0,98166
1,0,98166
2,0,98166
4,0,98364
2,0,98561
3,0,98561
1,0,98758
2,0,98956
3,0,98956
4,0,98956
2,0,99351
3,0,99351
1,0,99351
2,0,99745
3,0,99745
1,0,99745
4,0,99745
2,0,99943
1,0,100140
4,0,100140
3,0,100337
1,0,100535
4,0,100535
2,0,100535
1,0,100929
4,0,100929
3,0,100929
4,0,101324
3,0,101324
1,0,101324
2,0,101324
4,0,101522
1,0,101719
2,0,101719
3,0,101916
1,0,102114
2,0,102114
4,0,102114
1,0,102508
2,0,102508
3,0,102508
4,0,102903
3,0,102903
2,0,103035
3,0,103035
1,0,103166
4,0,103166
3,0,103298
4,0,103298
2,0,103429
3,0,103429
1,0,103561
4,0,103561
3,0,103693
4,0,103693
2,0,103824
3,0,103824
1,0,103956
4,0,103956
3,0,104087
4,0,104087
2,0,104219
3,0,104219
1,0,104351
4,0,104351
3,0,104482
2,0,104482
1,0,104482
4,0,104482
3,0,104679
4,0,104877
1,0,104877
2,0,104877
2,0,105074
1,0,105272
4,0,105272
3,0,105272
2,0,105666
1,0,105666
4,0,105666
2,0,106061
1,0,106061
3,0,106061
4,0,106061
2,0,106258
3,0,106456
4,0,106456
1,0,106456
1,0,106653
3,0,106851
4,0,106851
2,0,106851
4,0,107245
1,0,107245
3,0,107245
3,0,107640
4,0,107640
2,0,107640
1,0,107640
3,0,107837
1,0,108035
2,0,108035
4,0,108035
4,0,108232
1,0,108429
2,0,108429
3,0,108429
2,0,108824
4,0,108824
1,0,108824
1,0,109219
2,0,109219
3,0,109219
4,0,109219
1,0,109416
4,0,109614
3,0,109614
2,0,109614
3,0,109811
2,0,110008
4,0,110008
1,0,110008
2,0,110403
3,0,110403
4,0,110403
4,0,110798
1,0,110798
2,0,110798
3,0,110798
4,0,110995
1,0,111193
2,0,111193
3,0,111193
2,0,111390
1,0,111587
3,0,111587
4,0,111587
3,0,111982
2,0,111982
1,0,111982
1,0,112377
2,0,112377
3,0,112377
4,0,112377
1,0,112574
2,0,112772
4,0,112772
3,0,112772
4,0,112969
2,0,113166
3,0,113166
1,0,113166
3,0,113561
4,0,113561
2,0,113561
2,0,113956
1,0,113956
3,0,113956
4,0,113956
2,0,114153
1,0,114351
3,0,114351
4,0,114351
3,0,114548
1,0,114745
4,0,114745
2,0,114745
4,0,115140
3,0,115140
1,0,115140
3,0,115535
4,0,115535
1,0,115666
2,0,115666
2,0,115798
4,0,115798
4,0,115929
3,0,115929
1,0,116061
2,0,116061
4,0,116193
2,0,116193
3,0,116324
4,0,116324
1,0,116456
2,0,116456
4,0,116587
2,0,116587
3,0,116719
4,0,116719
1,0,116851
2,0,116851
4,0,116982
2,0,116982
3,0,117114
1,0,117114
2,0,117114
4,0,117114
3,0,117311
